t,plant,axis,metamer,organ,sucrose,temperature,proteins,amino_acids,day,light,leaf_pseudo_age
986,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,night,3064646.081
986,1,MS,4,hiddenzone,0.10811837,8,0.02358839,0.00282909,42,night,2160377.318
986,1,MS,5,hiddenzone,43.85842313,8,7.98660908,1.14749216,42,night,1564554.015
987,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,night,3066146.081
987,1,MS,4,hiddenzone,0.10989227,8,0.02362427,0.00284428,42,night,1566490.38
987,1,MS,5,hiddenzone,44.54765286,8,8.00256731,1.15286752,42,night,2160377.318
988,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,night,3067646.081
988,1,MS,4,hiddenzone,0.11093248,8,0.02366024,0.00285557,42,night,2160377.318
988,1,MS,5,hiddenzone,44.93647062,8,8.01854726,1.15665916,42,night,1570551.654
989,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,night,3069146.081
989,1,MS,4,hiddenzone,0.11182636,8,0.0236963,0.00286509,42,night,1572680.282
989,1,MS,5,hiddenzone,45.27070961,8,8.03454499,1.15980277,42,night,2160377.318
990,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,night,3070646.081
990,1,MS,4,hiddenzone,0.11269926,8,0.02373242,0.00287354,42,night,2160377.318
990,1,MS,5,hiddenzone,45.59824835,8,8.05055711,1.16256048,42,night,1577154.979
991,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,day,3072146.081
991,1,MS,4,hiddenzone,0.11356482,8,0.02376862,0.00288161,42,day,1579499.617
991,1,MS,5,hiddenzone,45.92394072,8,8.06658166,1.1652074,42,day,2160377.318
992,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,day,3073646.081
992,1,MS,4,hiddenzone,0.11371392,8,0.02380487,0.00288669,42,day,2160377.318
992,1,MS,5,hiddenzone,45.95707022,8,8.08261728,1.16664175,42,day,1584244.684
993,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,day,3075146.081
993,1,MS,4,hiddenzone,0.11371898,8,0.02384117,0.00289039,42,day,1586635.099
993,1,MS,5,hiddenzone,45.93582382,8,8.09866081,1.16754944,42,day,2160377.318
994,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,day,3076646.081
994,1,MS,4,hiddenzone,0.11371067,8,0.02387753,0.00289371,42,day,2160377.318
994,1,MS,5,hiddenzone,45.90899695,8,8.11471207,1.16829531,42,day,1591375.874
995,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,day,3078146.081
995,1,MS,4,hiddenzone,0.1136918,8,0.02391393,0.00289699,42,day,1593607.5
995,1,MS,5,hiddenzone,45.87744374,8,8.1307708,1.1690122,42,day,2160377.318
996,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,day,3079646.081
996,1,MS,4,hiddenzone,0.1136644,8,0.02395039,0.00290045,42,day,2160377.318
996,1,MS,5,hiddenzone,45.84176306,8,8.14683815,1.1697811,42,day,1597679.074
997,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,day,3081146.081
997,1,MS,4,hiddenzone,0.11363249,8,0.02398691,0.00290403,42,day,1599499.566
997,1,MS,5,hiddenzone,45.80350797,8,8.16291449,1.17057586,42,day,2160377.318
998,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,day,3082646.081
998,1,MS,4,hiddenzone,0.11359704,8,0.02402349,0.00290777,42,day,2160377.318
998,1,MS,5,hiddenzone,45.76302958,8,8.17900068,1.17141405,42,day,1602680.778
999,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,day,3084146.081
999,1,MS,4,hiddenzone,0.113552,8,0.02406014,0.00291153,42,day,1604069.25
999,1,MS,5,hiddenzone,45.71793871,8,8.1950976,1.17223823,42,day,2160377.318
1000,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,day,3085646.081
1000,1,MS,4,hiddenzone,0.11350747,8,0.02409685,0.00291564,42,day,2160377.318
1000,1,MS,5,hiddenzone,45.67245701,8,8.21120625,1.1731866,42,day,1606539.775
1001,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,day,3087146.081
1001,1,MS,4,hiddenzone,0.11345978,8,0.02413363,0.00291988,42,day,1607651.296
1001,1,MS,5,hiddenzone,45.62492535,8,8.2273273,1.17416258,42,day,2160377.318
1002,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,day,3088646.081
1002,1,MS,4,hiddenzone,0.11341281,8,0.02417049,0.00292431,42,day,2160377.318
1002,1,MS,5,hiddenzone,45.57673105,8,8.24346174,1.17518953,42,day,1609833.999
1003,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,day,3090146.081
1003,1,MS,4,hiddenzone,0.11336598,8,0.02420742,0.00292889,42,day,1610866.555
1003,1,MS,5,hiddenzone,45.52784221,8,8.2596107,1.17625388,42,day,2160377.318
1004,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,day,3091646.081
1004,1,MS,4,hiddenzone,0.11331216,8,0.02424443,0.00293368,42,day,2160377.318
1004,1,MS,5,hiddenzone,45.47527294,8,8.27577492,1.17737599,42,day,1612788.042
1005,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,day,3093146.081
1005,1,MS,4,hiddenzone,0.11325785,8,0.02428153,0.00293862,42,day,1613707.015
1005,1,MS,5,hiddenzone,45.42166494,8,8.29195522,1.17853547,42,day,2160377.318
1006,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,day,3094646.081
1006,1,MS,4,hiddenzone,0.11320289,8,0.02431872,0.0029438,42,day,2160377.318
1006,1,MS,5,hiddenzone,45.36697441,8,8.30815283,1.17976191,42,day,1615935.78
1007,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,42,night,3096146.081
1007,1,MS,4,hiddenzone,0.11315074,8,0.024356,0.00294915,42,night,1617238.992
1007,1,MS,5,hiddenzone,45.31230046,8,8.32436909,1.18102611,42,night,2160377.318
1008,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,night,3097646.081
1008,1,MS,4,hiddenzone,0.11335371,8,0.02439339,0.00296208,43,night,2160377.318
1008,1,MS,5,hiddenzone,45.36030516,8,8.34060985,1.18530725,43,night,1620479.714
1009,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,night,3099146.081
1009,1,MS,4,hiddenzone,0.1136384,8,0.02443089,0.00297101,43,night,1622236.977
1009,1,MS,5,hiddenzone,45.43927636,8,8.35687466,1.18796821,43,night,2160377.318
1010,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,night,3100646.081
1010,1,MS,4,hiddenzone,0.11393124,8,0.02446849,0.00297927,43,night,2160377.318
1010,1,MS,5,hiddenzone,45.52143889,8,8.37316171,1.190358,43,night,1625445.655
1011,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,night,3102146.081
1011,1,MS,4,hiddenzone,0.11423073,8,0.0245062,0.00298744,43,night,1626669.044
1011,1,MS,5,hiddenzone,45.60599772,8,8.38947154,1.19270428,43,night,2160377.318
1012,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,night,3103646.081
1012,1,MS,4,hiddenzone,0.11437785,8,0.02454401,0.00299471,43,night,2160377.318
1012,1,MS,5,hiddenzone,45.62901652,8,8.40580389,1.19468222,43,night,1628426.593
1013,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,night,3105146.081
1013,1,MS,4,hiddenzone,0.11449687,8,0.02458193,0.0030015,43,night,1629161.027
1013,1,MS,5,hiddenzone,45.64221428,8,8.42215712,1.19649175,43,night,2160377.318
1014,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,night,3106646.081
1014,1,MS,4,hiddenzone,0.11461238,8,0.02461993,0.00300788,43,night,2160377.318
1014,1,MS,5,hiddenzone,45.65583473,8,8.43852917,1.19818543,43,night,1630500.002
1015,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,day,3108146.081
1015,1,MS,4,hiddenzone,0.1147254,8,0.02465802,0.0030141,43,day,1631121.138
1015,1,MS,5,hiddenzone,45.67036817,8,8.45491792,1.1998593,43,day,2160377.318
1016,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,day,3109646.081
1016,1,MS,4,hiddenzone,0.11471407,8,0.02469619,0.00301909,43,day,2160377.318
1016,1,MS,5,hiddenzone,45.63666366,8,8.47132198,1.20109465,43,day,1632292.17
1017,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,day,3111146.081
1017,1,MS,4,hiddenzone,0.11468204,8,0.02473443,0.00302362,43,day,1632835.485
1017,1,MS,5,hiddenzone,45.59779629,8,8.48773799,1.20220777,43,day,2160377.318
1018,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,day,3112646.081
1018,1,MS,4,hiddenzone,0.11465217,8,0.02477273,0.00302761,43,day,2160377.318
1018,1,MS,5,hiddenzone,45.56212885,8,8.50416348,1.20316435,43,day,1633799.948
1019,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,day,3114146.081
1019,1,MS,4,hiddenzone,0.11461001,8,0.02481107,0.0030313,43,day,1634224.816
1019,1,MS,5,hiddenzone,45.52381412,8,8.52059646,1.20406321,43,day,2160377.318
1020,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,day,3115646.081
1020,1,MS,4,hiddenzone,0.11456049,8,0.02484946,0.00303474,43,day,2160377.318
1020,1,MS,5,hiddenzone,45.48447685,8,8.53703508,1.20490646,43,day,1634966.116
1021,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,day,3117146.081
1021,1,MS,4,hiddenzone,0.114503,8,0.02488789,0.003038,43,day,1634966.116
1021,1,MS,5,hiddenzone,45.44356978,8,8.55347787,1.20572295,43,day,2160377.318
1022,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,day,3118646.081
1022,1,MS,4,hiddenzone,0.11443413,8,0.02492635,0.00304117,43,day,2160377.318
1022,1,MS,5,hiddenzone,45.3995258,8,8.56992351,1.20653554,43,day,1634966.116
1023,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,day,3120146.081
1023,1,MS,4,hiddenzone,0.11435856,8,0.02496483,0.00304422,43,day,1634966.116
1023,1,MS,5,hiddenzone,45.35395761,8,8.58637084,1.20733101,43,day,2160377.318
1024,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,day,3121646.081
1024,1,MS,4,hiddenzone,0.11428445,8,0.02500335,0.0030472,43,day,2160377.318
1024,1,MS,5,hiddenzone,45.3092537,8,8.6028199,1.2081067,43,day,1635986.942
1025,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,day,3123146.081
1025,1,MS,4,hiddenzone,0.11420598,8,0.02504189,0.00305018,43,day,1636842.685
1025,1,MS,5,hiddenzone,45.26297073,8,8.61926979,1.20888359,43,day,2160377.318
1026,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,day,3124646.081
1026,1,MS,4,hiddenzone,0.11412545,8,0.02508045,0.00305314,43,day,2160377.318
1026,1,MS,5,hiddenzone,45.21671714,8,8.63572065,1.2096693,43,day,1638276.362
1027,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,day,3126146.081
1027,1,MS,4,hiddenzone,0.11404304,8,0.02511904,0.00305601,43,day,1638794.5
1027,1,MS,5,hiddenzone,45.17046889,8,8.6521717,1.21044503,43,day,2160377.318
1028,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,day,3127646.081
1028,1,MS,4,hiddenzone,0.11407404,8,0.02515765,0.00306272,43,day,2160377.318
1028,1,MS,5,hiddenzone,45.17083622,8,8.66862491,1.21275476,43,day,1639691.156
1029,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,day,3129146.081
1029,1,MS,4,hiddenzone,0.1141486,8,0.02519628,0.00306708,43,day,1640087.412
1029,1,MS,5,hiddenzone,45.18764548,8,8.6850789,1.21414371,43,day,2160377.318
1030,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,day,3130646.081
1030,1,MS,4,hiddenzone,0.1142256,8,0.02523494,0.00307144,43,day,2160377.318
1030,1,MS,5,hiddenzone,45.20382203,8,8.70153495,1.21548747,43,day,1640766.056
1031,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,43,night,3132146.081
1031,1,MS,4,hiddenzone,0.11431144,8,0.02527364,0.00307598,43,night,1641053.878
1031,1,MS,5,hiddenzone,45.22129957,8,8.71799559,1.21684083,43,night,2160377.318
1032,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,night,3133646.081
1032,1,MS,4,hiddenzone,0.11545221,8,0.02531238,0.00308576,44,night,2160377.318
1032,1,MS,5,hiddenzone,45.6609203,8,8.7344644,1.22027304,44,night,1641535.681
1033,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,night,3135146.081
1033,1,MS,4,hiddenzone,0.11684921,8,0.0253512,0.00309799,44,night,1641735.955
1033,1,MS,5,hiddenzone,46.19208395,8,8.75094782,1.224539,44,night,2160377.318
1034,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,night,3136646.081
1034,1,MS,4,hiddenzone,0.11830018,8,0.02539009,0.00311121,44,night,2160377.318
1034,1,MS,5,hiddenzone,46.74119157,8,8.76744996,1.22911826,44,night,1642064.404
1035,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,night,3138146.081
1035,1,MS,4,hiddenzone,0.11976589,8,0.02542907,0.00312436,44,night,1642199.16
1035,1,MS,5,hiddenzone,47.2952052,8,8.78397144,1.23365326,44,night,2160377.318
1036,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,night,3139646.081
1036,1,MS,4,hiddenzone,0.12087229,8,0.02546813,0.00313484,44,night,2160377.318
1036,1,MS,5,hiddenzone,47.70501493,8,8.80050993,1.23712583,44,night,1642394.857
1037,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,night,3141146.081
1037,1,MS,4,hiddenzone,0.12190676,8,0.02550725,0.00314408,44,night,1642451.506
1037,1,MS,5,hiddenzone,48.09168786,8,8.8170614,1.24021316,44,night,2160377.318
1038,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,night,3142646.081
1038,1,MS,4,hiddenzone,0.12290107,8,0.02554641,0.00315199,44,night,2160377.318
1038,1,MS,5,hiddenzone,48.46604774,8,8.83362029,1.24287126,44,night,1642584.545
1039,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,day,3144146.081
1039,1,MS,4,hiddenzone,0.12388026,8,0.02558561,0.00315919,44,day,1642677.816
1039,1,MS,5,hiddenzone,48.83814263,8,8.85018268,1.24535119,44,day,2160377.318
1040,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,day,3145646.081
1040,1,MS,4,hiddenzone,0.12404565,8,0.02562482,0.00316286,44,day,2160377.318
1040,1,MS,5,hiddenzone,48.88602058,8,8.86674626,1.24646654,44,day,1642943.322
1041,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,day,3147146.081
1041,1,MS,4,hiddenzone,0.12403897,8,0.02566404,0.00316493,44,day,1643261.472
1041,1,MS,5,hiddenzone,48.8730634,8,8.88330634,1.24701245,44,day,2160377.318
1042,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,day,3148646.081
1042,1,MS,4,hiddenzone,0.12399837,8,0.02570327,0.00316645,44,day,2160377.318
1042,1,MS,5,hiddenzone,48.8465849,8,8.89986187,1.24735838,44,day,1643929.243
1043,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,day,3150146.081
1043,1,MS,4,hiddenzone,0.12394572,8,0.02574249,0.00316774,44,day,1644204.191
1043,1,MS,5,hiddenzone,48.8163436,8,8.9164115,1.24762563,44,day,2160377.318
1044,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,day,3151646.081
1044,1,MS,4,hiddenzone,0.12388255,8,0.02578172,0.00316886,44,day,2160377.318
1044,1,MS,5,hiddenzone,48.78243732,8,8.9329551,1.2478357,44,day,1644739.781
1045,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,day,3153146.081
1045,1,MS,4,hiddenzone,0.12381551,8,0.02582094,0.00317006,44,day,1644998.421
1045,1,MS,5,hiddenzone,48.74738703,8,8.94949237,1.2480886,44,day,2160377.318
1046,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,day,3154646.081
1046,1,MS,4,hiddenzone,0.12374444,8,0.02586016,0.00317121,44,day,2160377.318
1046,1,MS,5,hiddenzone,48.71110398,8,8.96602296,1.24833109,44,day,1645488.234
1047,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,day,3156146.081
1047,1,MS,4,hiddenzone,0.12367035,8,0.02589937,0.00317236,44,day,1645725.702
1047,1,MS,5,hiddenzone,48.67408569,8,8.98254646,1.24858129,44,day,2160377.318
1048,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,day,3157646.081
1048,1,MS,4,hiddenzone,0.12359551,8,0.02593857,0.00317341,44,day,2160377.318
1048,1,MS,5,hiddenzone,48.63739407,8,8.99906207,1.24880869,44,day,1646152.286
1049,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,day,3159146.081
1049,1,MS,4,hiddenzone,0.12351749,8,0.02597777,0.00317444,44,day,1646341.402
1049,1,MS,5,hiddenzone,48.60005485,8,9.01556965,1.2490441,44,day,2160377.318
1050,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,day,3160646.081
1050,1,MS,4,hiddenzone,0.12343609,8,0.02601695,0.00317543,44,day,2160377.318
1050,1,MS,5,hiddenzone,48.56194039,8,9.03206828,1.24927843,44,day,1646707.331
1051,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,day,3162146.081
1051,1,MS,4,hiddenzone,0.12335088,8,0.02605612,0.00317642,44,day,1646894.159
1051,1,MS,5,hiddenzone,48.52286024,8,9.04855803,1.24952311,44,day,2160377.318
1052,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,day,3163646.081
1052,1,MS,4,hiddenzone,0.12343371,8,0.02609528,0.00318029,44,day,2160377.318
1052,1,MS,5,hiddenzone,48.55209364,8,9.06504009,1.25092144,44,day,1647276.396
1053,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,day,3165146.081
1053,1,MS,4,hiddenzone,0.12355181,8,0.0261344,0.00318222,44,day,1647472.093
1053,1,MS,5,hiddenzone,48.5985051,8,9.08150907,1.25168208,44,day,2160377.318
1054,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,day,3166646.081
1054,1,MS,4,hiddenzone,0.12366709,8,0.0261735,0.00318419,44,day,2160377.318
1054,1,MS,5,hiddenzone,48.64379568,8,9.09796455,1.25245871,44,day,1647878.649
1055,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,44,night,3168146.081
1055,1,MS,4,hiddenzone,0.12378061,8,0.02621257,0.00318617,44,night,1648091.226
1055,1,MS,5,hiddenzone,48.68841206,8,9.11440753,1.25323947,44,night,2160377.318
1056,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,night,3169646.081
1056,1,MS,4,hiddenzone,0.1256661,8,0.02625162,0.00319868,45,night,2160377.318
1056,1,MS,5,hiddenzone,49.44093481,8,9.13084281,1.25826642,45,night,1648534.404
1057,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,night,3171146.081
1057,1,MS,4,hiddenzone,0.12800258,8,0.02629068,0.0032162,45,night,1648798.766
1057,1,MS,5,hiddenzone,50.35540494,8,9.14728165,1.26502416,45,night,2160377.318
1058,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,night,3172646.081
1058,1,MS,4,hiddenzone,0.13044419,8,0.02632979,0.00323518,45,night,2160377.318
1058,1,MS,5,hiddenzone,51.30542087,8,9.16373169,1.27221743,45,night,1649633.337
1059,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,night,3174146.081
1059,1,MS,4,hiddenzone,0.1329415,8,0.02636895,0.00325416,45,night,1650175.508
1059,1,MS,5,hiddenzone,52.27436515,8,9.18019499,1.27935378,45,night,2160377.318
1060,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,night,3175646.081
1060,1,MS,4,hiddenzone,0.13447359,8,0.02640816,0.00326648,45,night,2160377.318
1060,1,MS,5,hiddenzone,52.85879958,8,9.19666733,1.28383644,45,night,1651504.756
1061,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,night,3177146.081
1061,1,MS,4,hiddenzone,0.13578692,8,0.02644738,0.00327571,45,night,1652269.231
1061,1,MS,5,hiddenzone,53.3650931,8,9.21314209,1.28722792,45,night,2160377.318
1062,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,night,3178646.081
1062,1,MS,4,hiddenzone,0.13700285,8,0.02648661,0.00328266,45,night,2160377.318
1062,1,MS,5,hiddenzone,53.83448109,8,9.22961513,1.28976031,45,night,1653944.381
1063,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,day,3180146.081
1063,1,MS,4,hiddenzone,0.13822178,8,0.02652584,0.0032896,45,day,1654821.01
1063,1,MS,5,hiddenzone,54.30606929,8,9.24608493,1.29231153,45,day,2160377.318
1064,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,day,3181646.081
1064,1,MS,4,hiddenzone,0.1384435,8,0.02656508,0.00329252,45,day,2160377.318
1064,1,MS,5,hiddenzone,54.37949241,8,9.26255058,1.29325122,45,day,1656628.055
1065,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,day,3183146.081
1065,1,MS,4,hiddenzone,0.13844818,8,0.0266043,0.00329353,45,day,1657548.458
1065,1,MS,5,hiddenzone,54.37495295,8,9.27900751,1.29350119,45,day,2160377.318
1066,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,day,3184646.081
1066,1,MS,4,hiddenzone,0.13842633,8,0.0266435,0.00329389,45,day,2160377.318
1066,1,MS,5,hiddenzone,54.36058742,8,9.29545452,1.29350858,45,day,1659422.165
1067,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,day,3186146.081
1067,1,MS,4,hiddenzone,0.13837821,8,0.02668269,0.00329401,45,day,1660381.192
1067,1,MS,5,hiddenzone,54.33608251,8,9.31189128,1.29343601,45,day,2160377.318
1068,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,day,3187646.081
1068,1,MS,4,hiddenzone,0.13832623,8,0.02672186,0.00329399,45,day,2160377.318
1068,1,MS,5,hiddenzone,54.31150789,8,9.32831663,1.2933185,45,day,1662338.443
1069,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,day,3189146.081
1069,1,MS,4,hiddenzone,0.13825758,8,0.026761,0.00329393,45,day,1663351.544
1069,1,MS,5,hiddenzone,54.27999883,8,9.3447307,1.29319882,45,day,2160377.318
1070,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,day,3190646.081
1070,1,MS,4,hiddenzone,0.13817886,8,0.02680012,0.00329385,45,day,2160377.318
1070,1,MS,5,hiddenzone,54.24552826,8,9.3611327,1.29308401,45,day,1665644.969
1071,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,day,3192146.081
1071,1,MS,4,hiddenzone,0.13809025,8,0.02683922,0.00329379,45,day,1666996.534
1071,1,MS,5,hiddenzone,54.20756507,8,9.37752229,1.29298351,45,day,2160377.318
1072,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,day,3193646.081
1072,1,MS,4,hiddenzone,0.13799997,8,0.02687828,0.00329372,45,day,2160377.318
1072,1,MS,5,hiddenzone,54.16933554,8,9.39389871,1.29289061,45,day,1670065.02
1073,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,day,3195146.081
1073,1,MS,4,hiddenzone,0.1379032,8,0.02691732,0.00329367,45,day,1671656.055
1073,1,MS,5,hiddenzone,54.12895507,8,9.41026247,1.29281371,45,day,2160377.318
1074,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,day,3196646.081
1074,1,MS,4,hiddenzone,0.13780343,8,0.02695633,0.00329366,45,day,2160377.318
1074,1,MS,5,hiddenzone,54.0876648,8,9.42661346,1.29276052,45,day,1674812.662
1075,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,day,3198146.081
1075,1,MS,4,hiddenzone,0.1377004,8,0.02699532,0.00329368,45,day,1676325.59
1075,1,MS,5,hiddenzone,54.04546843,8,9.44295102,1.29272791,45,day,2160377.318
1076,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,day,3199646.081
1076,1,MS,4,hiddenzone,0.13771893,8,0.02703427,0.00329644,45,day,2160377.318
1076,1,MS,5,hiddenzone,54.05281217,8,9.45927673,1.29378156,45,day,1679240.151
1077,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,day,3201146.081
1077,1,MS,4,hiddenzone,0.13777206,8,0.0270732,0.00329772,45,day,1680624.046
1077,1,MS,5,hiddenzone,54.07274379,8,9.47559003,1.29426605,45,day,2160377.318
1078,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,day,3202646.081
1078,1,MS,4,hiddenzone,0.13782048,8,0.0271121,0.00329903,45,day,2160377.318
1078,1,MS,5,hiddenzone,54.09080467,8,9.49189037,1.29476237,45,day,1683335.758
1079,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,45,night,3204146.081
1079,1,MS,4,hiddenzone,0.13786784,8,0.02715096,0.00330041,45,night,1684697.336
1079,1,MS,5,hiddenzone,54.10818298,8,9.5081779,1.29527407,45,night,2160377.318
1080,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,46,night,3205646.081
1080,1,MS,4,hiddenzone,0.13983075,8,0.02718982,0.00331291,46,night,2160377.318
1080,1,MS,5,hiddenzone,54.88884819,8,9.52445842,1.30025783,46,night,1687376.432
1081,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,46,night,3207146.081
1081,1,MS,4,hiddenzone,0.14219993,8,0.02722868,0.00332968,46,night,1688566.633
1081,1,MS,5,hiddenzone,55.8172132,8,9.54073897,1.3067875,46,night,2160377.318
1082,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,46,night,3208646.081
1082,1,MS,4,hiddenzone,0.14463564,8,0.02726755,0.00334729,46,night,2160377.318
1082,1,MS,5,hiddenzone,56.77073612,8,9.55702197,1.31362992,46,night,1690675.233
1083,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,46,night,3210146.081
1083,1,MS,4,hiddenzone,0.14712033,8,0.02730644,0.00336475,46,night,1691628.824
1083,1,MS,5,hiddenzone,57.7406157,8,9.57330964,1.32035679,46,night,2160377.318
1084,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,46,night,3211646.081
1084,1,MS,4,hiddenzone,0.14864814,8,0.02734534,0.00337584,46,night,2160377.318
1084,1,MS,5,hiddenzone,58.32849439,8,9.58959923,1.32450714,46,night,1693390.379
