t,plant,axis,metamer,organ,sucrose,temperature,proteins,amino_acids,day,light,leaf_pseudo_age
100,1,MS,3,hiddenzone,9.63048592,8,9.60329637,0.72861159,5,night,1724615.081
100,1,MS,4,hiddenzone,5.0874088,8,5.75953545,0.38493739,5,night,911615.0806
100,1,MS,5,hiddenzone,0.2717933,8,0.24683411,0.02056503,5,night,115537.0153
101,1,MS,3,hiddenzone,9.78503497,8,9.6199899,0.73119687,5,night,1725442.213
101,1,MS,4,hiddenzone,5.17125304,8,5.767744,0.38646988,5,night,912442.2128
101,1,MS,5,hiddenzone,0.27713143,8,0.24732963,0.02071118,5,night,116364.1476
102,1,MS,3,hiddenzone,9.8854359,8,9.63669012,0.73277381,5,night,1726186.374
102,1,MS,4,hiddenzone,5.22637459,8,5.77596197,0.38745568,5,night,913186.3743
102,1,MS,5,hiddenzone,0.28087108,8,0.24782762,0.02082228,5,night,117108.3091
103,1,MS,3,hiddenzone,9.96395938,8,9.65339093,0.73391436,5,day,1726830.113
103,1,MS,4,hiddenzone,5.26970551,8,5.78418535,0.38819027,5,day,913830.1127
103,1,MS,5,hiddenzone,0.28388844,8,0.2483276,0.0209125,5,day,117752.0475
104,1,MS,3,hiddenzone,9.96782569,8,9.67008689,0.7341613,5,day,1727430.363
104,1,MS,4,hiddenzone,5.27413815,8,5.79241105,0.38845054,5,day,914430.363
104,1,MS,5,hiddenzone,0.2847737,8,0.2488293,0.02097405,5,day,118352.2977
105,1,MS,3,hiddenzone,9.94924927,8,9.68677377,0.73407547,5,day,1728009.155
105,1,MS,4,hiddenzone,5.26591832,8,5.80063659,0.38852347,5,day,915009.1553
105,1,MS,5,hiddenzone,0.28495356,8,0.24933253,0.02102402,5,day,118931.09
106,1,MS,3,hiddenzone,9.91814452,8,9.7034491,0.73379345,5,day,1728565.917
106,1,MS,4,hiddenzone,5.25100387,8,5.80886051,0.38848819,5,day,915565.9174
106,1,MS,5,hiddenzone,0.28474697,8,0.24983716,0.02106653,5,day,119487.8522
107,1,MS,3,hiddenzone,9.87527742,8,9.72011098,0.73341721,5,day,1729094.927
107,1,MS,4,hiddenzone,5.22986736,8,5.81708165,0.38839728,5,day,916094.9273
107,1,MS,5,hiddenzone,0.28417119,8,0.25034305,0.02110396,5,day,120016.862
108,1,MS,3,hiddenzone,9.83360861,8,9.7367596,0.73298633,5,day,1729606.199
108,1,MS,4,hiddenzone,5.20912517,8,5.82529992,0.38827388,5,day,916606.1986
108,1,MS,5,hiddenzone,0.2835951,8,0.25085016,0.02113832,5,day,120528.1333
109,1,MS,3,hiddenzone,9.78884703,8,9.75339416,0.73252977,5,day,1730104.595
109,1,MS,4,hiddenzone,5.18678674,8,5.83351485,0.38813397,5,day,917104.5951
109,1,MS,5,hiddenzone,0.28291529,8,0.25135841,0.02117083,5,day,121026.5299
110,1,MS,3,hiddenzone,9.74187306,8,9.7700147,0.73206907,5,day,1730598.128
110,1,MS,4,hiddenzone,5.16325926,8,5.84172638,0.38799069,5,day,917598.1279
110,1,MS,5,hiddenzone,0.2821625,8,0.25186782,0.02120288,5,day,121520.0626
111,1,MS,3,hiddenzone,9.69219632,8,9.78662144,0.73161847,5,day,1731090.23
111,1,MS,4,hiddenzone,5.1383357,8,5.84993462,0.38785227,5,day,918090.2301
111,1,MS,5,hiddenzone,0.28132841,8,0.25237837,0.02123517,5,day,122012.1648
112,1,MS,3,hiddenzone,9.64071172,8,9.80321461,0.73115272,5,day,1731571.46
112,1,MS,4,hiddenzone,5.11233922,8,5.85813961,0.38770381,5,day,918571.4603
112,1,MS,5,hiddenzone,0.2804205,8,0.25289005,0.02126613,5,day,122493.395
113,1,MS,3,hiddenzone,9.58859248,8,9.81979331,0.73067524,5,day,1732044.679
113,1,MS,4,hiddenzone,5.08596944,8,5.86634083,0.38754713,5,day,919044.6795
113,1,MS,5,hiddenzone,0.27947967,8,0.2534028,0.02129606,5,day,122966.6142
114,1,MS,3,hiddenzone,9.53605497,8,9.83635734,0.73021654,5,day,1732518.471
114,1,MS,4,hiddenzone,5.05936709,8,5.87453816,0.38740008,5,day,919518.4709
114,1,MS,5,hiddenzone,0.27852308,8,0.25391663,0.02132666,5,day,123440.4057
115,1,MS,3,hiddenzone,9.48692245,8,9.8529071,0.72974901,5,day,1732992.835
115,1,MS,4,hiddenzone,5.03447474,8,5.88273183,0.38724867,5,day,919992.8345
115,1,MS,5,hiddenzone,0.27765746,8,0.25443155,0.02135715,5,day,123914.7693
116,1,MS,3,hiddenzone,9.43286851,8,9.86944275,0.72931336,5,day,1733473.493
116,1,MS,4,hiddenzone,5.00713612,8,5.89092194,0.38711484,5,day,920473.4925
116,1,MS,5,hiddenzone,0.27665987,8,0.2549476,0.02138921,5,day,124395.4273
117,1,MS,3,hiddenzone,9.37842343,8,9.88596557,0.7288847,5,day,1733959.873
117,1,MS,4,hiddenzone,4.97950797,8,5.89910918,0.3869861,5,day,920959.8726
117,1,MS,5,hiddenzone,0.27564831,8,0.25546482,0.02142212,5,day,124881.8074
118,1,MS,3,hiddenzone,9.3267138,8,9.90247394,0.72848054,5,day,1734464.85
118,1,MS,4,hiddenzone,4.95329523,8,5.90729288,0.38687371,5,day,921464.8496
118,1,MS,5,hiddenzone,0.27473081,8,0.25598324,0.02145757,5,day,125386.7843
119,1,MS,3,hiddenzone,9.26881942,8,9.91896952,0.72803687,5,night,1735022.756
119,1,MS,4,hiddenzone,4.92405616,8,5.91547425,0.38675148,5,night,922022.7561
119,1,MS,5,hiddenzone,0.27369704,8,0.25650309,0.02149697,5,night,125944.6909
120,1,MS,3,hiddenzone,9.58402506,8,9.93548024,0.73403329,6,night,1735708.838
120,1,MS,4,hiddenzone,5.08933458,8,5.92366854,0.3900265,6,night,922708.8382
120,1,MS,5,hiddenzone,0.28362596,8,0.25702559,0.02173647,6,night,126630.7729
121,1,MS,3,hiddenzone,10.01363101,8,9.95202737,0.74049537,6,night,1736564.295
121,1,MS,4,hiddenzone,5.32012852,8,5.9318889,0.39364167,6,night,923564.2949
121,1,MS,5,hiddenzone,0.29747292,8,0.25755199,0.0220107,6,night,127486.2297
122,1,MS,3,hiddenzone,10.50152367,8,9.96861826,0.74761712,6,night,1737536.197
122,1,MS,4,hiddenzone,5.58238504,8,5.94013998,0.39763306,6,night,924536.1968
122,1,MS,5,hiddenzone,0.31331647,8,0.25808292,0.02231786,6,night,128458.1315
123,1,MS,3,hiddenzone,11.01405439,8,9.98525727,0.75492919,6,night,1738592.214
123,1,MS,4,hiddenzone,5.85823153,8,5.94842473,0.40174611,6,night,925592.2138
123,1,MS,5,hiddenzone,0.33015123,8,0.25861881,0.02264146,6,night,129514.1486
124,1,MS,3,hiddenzone,11.19240716,8,10.00192654,0.75778922,6,night,1739674.266
124,1,MS,4,hiddenzone,5.95977738,8,5.95673411,0.40353828,6,night,926674.2664
124,1,MS,5,hiddenzone,0.33729953,8,0.25915929,0.0228386,6,night,130596.2012
125,1,MS,3,hiddenzone,11.29186397,8,10.01860568,0.75948677,6,night,1740722.559
125,1,MS,4,hiddenzone,6.01595641,8,5.96505673,0.40466085,6,night,927722.5586
125,1,MS,5,hiddenzone,0.34187485,8,0.25970363,0.02299608,6,night,131644.4933
126,1,MS,3,hiddenzone,11.36062182,8,10.03528798,0.7604777,6,night,1741717.063
126,1,MS,4,hiddenzone,6.05567144,8,5.97338859,0.40539831,6,night,928717.0628
126,1,MS,5,hiddenzone,0.34547399,8,0.26025147,0.02312783,6,night,132638.9976
127,1,MS,3,hiddenzone,11.41503916,8,10.0519687,0.76114994,6,day,1742626.021
127,1,MS,4,hiddenzone,6.08754972,8,5.98172661,0.40594746,6,day,929626.0214
127,1,MS,5,hiddenzone,0.34853316,8,0.26080238,0.02324187,6,day,133547.9561
128,1,MS,3,hiddenzone,11.39787809,8,10.06864413,0.76102499,6,day,1743406.804
128,1,MS,4,hiddenzone,6.08164779,8,5.99006788,0.40605216,6,day,930406.8045
128,1,MS,5,hiddenzone,0.3492661,8,0.26135584,0.02331931,6,day,134328.7392
129,1,MS,3,hiddenzone,11.361299,8,10.08530863,0.76063302,6,day,1744118.922
129,1,MS,4,hiddenzone,6.06435589,8,5.99840889,0.40599204,6,day,931118.9221
129,1,MS,5,hiddenzone,0.34925041,8,0.26191142,0.02338129,6,day,135040.8569
130,1,MS,3,hiddenzone,11.31954549,8,10.10196068,0.76007441,6,day,1744816.448
130,1,MS,4,hiddenzone,6.04415345,8,6.00674872,0.40584011,6,day,931816.4484
130,1,MS,5,hiddenzone,0.34904518,8,0.26246904,0.02343688,6,day,135738.3832
131,1,MS,3,hiddenzone,11.27240244,8,10.11859963,0.75944617,6,day,1745506.536
131,1,MS,4,hiddenzone,6.02113514,8,6.01508694,0.40564899,6,day,932506.5359
131,1,MS,5,hiddenzone,0.34866421,8,0.26302867,0.02348972,6,day,136428.4707
132,1,MS,3,hiddenzone,11.21814334,8,10.13522527,0.75876887,6,day,1746181.46
132,1,MS,4,hiddenzone,5.99433409,8,6.02342334,0.40542848,6,day,933181.4598
132,1,MS,5,hiddenzone,0.34803957,8,0.26359025,0.02353967,6,day,137103.3946
133,1,MS,3,hiddenzone,11.16454103,8,10.15183732,0.75809564,6,day,1746840.362
133,1,MS,4,hiddenzone,5.96772789,8,6.03175764,0.40520618,6,day,933840.3618
133,1,MS,5,hiddenzone,0.34739972,8,0.26415372,0.02358821,6,day,137762.2966
134,1,MS,3,hiddenzone,11.11546054,8,10.16843431,0.75737958,6,day,1747425.735
134,1,MS,4,hiddenzone,5.94319463,8,6.04008854,0.40494609,6,day,934425.7345
134,1,MS,5,hiddenzone,0.346775,8,0.26471878,0.02362781,6,day,138347.6693
135,1,MS,3,hiddenzone,11.06243411,8,10.18501661,0.75667485,6,day,1747948.45
135,1,MS,4,hiddenzone,5.91652941,8,6.04841577,0.40467801,6,day,934948.4501
135,1,MS,5,hiddenzone,0.34593584,8,0.26528523,0.02366119,6,day,138870.3848
136,1,MS,3,hiddenzone,11.01254589,8,10.20158271,0.75595898,6,day,1748444.272
136,1,MS,4,hiddenzone,5.8913461,8,6.05673835,0.40439828,6,day,935444.2717
136,1,MS,5,hiddenzone,0.3451422,8,0.26585292,0.02369142,6,day,139366.2064
137,1,MS,3,hiddenzone,10.95967518,8,10.21813356,0.75525796,6,day,1748919.208
137,1,MS,4,hiddenzone,5.86450251,8,6.06505661,0.40412179,6,day,935919.2075
137,1,MS,5,hiddenzone,0.3442189,8,0.26642181,0.02371997,6,day,139841.1423
138,1,MS,3,hiddenzone,10.90809995,8,10.23466923,0.75453281,6,day,1749376.119
138,1,MS,4,hiddenzone,5.83827601,8,6.07337045,0.40382891,6,day,936376.1187
138,1,MS,5,hiddenzone,0.34330314,8,0.26699184,0.02374591,6,day,140298.0535
139,1,MS,3,hiddenzone,10.85702091,8,10.25118866,0.75381474,6,day,1749814.147
139,1,MS,4,hiddenzone,5.81224774,8,6.08167918,0.40353521,6,day,936814.1469
139,1,MS,5,hiddenzone,0.34236937,8,0.26756291,0.02377007,6,day,140736.0816
140,1,MS,3,hiddenzone,10.80684734,8,10.26769137,0.7530791,6,day,1750233.578
140,1,MS,4,hiddenzone,5.78663319,8,6.08998242,0.4032284,6,day,937233.5782
140,1,MS,5,hiddenzone,0.34143069,8,0.26813493,0.02379173,6,day,141155.5129
141,1,MS,3,hiddenzone,10.75824834,8,10.28417705,0.75231801,6,day,1750632.124
141,1,MS,4,hiddenzone,5.76170186,8,6.09827985,0.40290331,6,day,937632.1238
141,1,MS,5,hiddenzone,0.34050037,8,0.26870784,0.02381037,6,day,141554.0585
142,1,MS,3,hiddenzone,10.70573632,8,10.30064592,0.75162898,6,day,1751017.508
142,1,MS,4,hiddenzone,5.73479828,8,6.10657147,0.40261286,6,day,938017.5084
142,1,MS,5,hiddenzone,0.33943243,8,0.26928158,0.02382983,6,day,141939.4432
143,1,MS,3,hiddenzone,10.65181511,8,10.31709892,0.75090266,6,night,1751398.029
143,1,MS,4,hiddenzone,5.70701937,8,6.11485775,0.40230263,6,night,938398.0293
143,1,MS,5,hiddenzone,0.33830211,8,0.26985617,0.0238477,6,night,142319.9641
144,1,MS,3,hiddenzone,11.10776964,8,10.33356909,0.75878422,7,night,1751781.411
144,1,MS,4,hiddenzone,5.94692107,8,6.12315573,0.40652715,7,night,938781.4113
144,1,MS,5,hiddenzone,0.35304556,8,0.27043263,0.02413496,7,night,142703.3461
145,1,MS,3,hiddenzone,11.71889156,8,10.35008515,0.76724605,7,night,1752209.998
145,1,MS,4,hiddenzone,6.27598209,8,6.13148198,0.41115986,7,night,939209.998
145,1,MS,5,hiddenzone,0.37322383,8,0.27101211,0.02445194,7,night,143131.9327
146,1,MS,3,hiddenzone,12.40747337,8,10.36665389,0.77633839,7,night,1752712.686
146,1,MS,4,hiddenzone,6.64668459,8,6.13984056,0.41614373,7,night,939712.6861
146,1,MS,5,hiddenzone,0.39606682,8,0.27159509,0.02479822,7,night,143634.6209
147,1,MS,3,hiddenzone,13.12444557,8,10.38327481,0.78553864,7,night,1753309.217
147,1,MS,4,hiddenzone,7.03315501,8,6.14823186,0.421208,7,night,940309.217
147,1,MS,5,hiddenzone,0.42010041,8,0.27218193,0.02516012,7,night,144231.1517
148,1,MS,3,hiddenzone,13.3896734,8,10.39992799,0.78882619,7,night,1753918.909
148,1,MS,4,hiddenzone,7.18217049,8,6.15664573,0.4231682,7,night,940918.9087
148,1,MS,5,hiddenzone,0.43006668,8,0.27277209,0.02533925,7,night,144840.8435
149,1,MS,3,hiddenzone,13.54431202,8,10.41658822,0.79072872,7,night,1754463.082
149,1,MS,4,hiddenzone,7.26707174,8,6.16506774,0.42430402,7,night,941463.0822
149,1,MS,5,hiddenzone,0.4361017,8,0.27336448,0.02546283,7,night,145385.017
150,1,MS,3,hiddenzone,13.66059955,8,10.43324759,0.79186511,7,night,1754931.438
150,1,MS,4,hiddenzone,7.33119898,8,6.17349306,0.42501475,7,night,941931.4376
150,1,MS,5,hiddenzone,0.44077918,8,0.27395858,0.02555353,7,night,145853.3724
151,1,MS,3,hiddenzone,13.75864684,8,10.44990149,0.79260056,7,day,1755364.03
151,1,MS,4,hiddenzone,7.38549919,8,6.18191902,0.42550249,7,day,942364.0298
151,1,MS,5,hiddenzone,0.44481579,8,0.27455409,0.02562742,7,day,146285.9646
152,1,MS,3,hiddenzone,13.75798843,8,10.46654649,0.79235965,7,day,1755780.028
152,1,MS,4,hiddenzone,7.38774762,8,6.19034365,0.42547167,7,day,942780.0278
152,1,MS,5,hiddenzone,0.44570042,8,0.27515086,0.02566853,7,day,146701.9626
153,1,MS,3,hiddenzone,13.73575622,8,10.48317657,0.79178738,7,day,1756182.579
153,1,MS,4,hiddenzone,7.37720173,8,6.19876361,0.42525076,7,day,943182.5789
153,1,MS,5,hiddenzone,0.44578658,8,0.27574864,0.02569684,7,day,147104.5137
154,1,MS,3,hiddenzone,13.70051682,8,10.49979083,0.79105094,7,day,1756576.547
154,1,MS,4,hiddenzone,7.35975312,8,6.20717833,0.42493983,7,day,943576.5468
154,1,MS,5,hiddenzone,0.4454392,8,0.27634737,0.02571886,7,day,147498.4815
155,1,MS,3,hiddenzone,13.65336567,8,10.51638882,0.79021685,7,day,1756966.223
155,1,MS,4,hiddenzone,7.3359973,8,6.21558754,0.42457562,7,day,943966.223
155,1,MS,5,hiddenzone,0.44469976,8,0.27694701,0.02573724,7,day,147888.1578
156,1,MS,3,hiddenzone,13.60202139,8,10.53296963,0.78937091,7,day,1757356.472
156,1,MS,4,hiddenzone,7.30986736,8,6.22399074,0.42420454,7,day,944356.4715
156,1,MS,5,hiddenzone,0.44381459,8,0.27754755,0.02575529,7,day,148278.4063
157,1,MS,3,hiddenzone,13.54867251,8,10.54953379,0.78851301,7,day,1757751.012
157,1,MS,4,hiddenzone,7.28266125,8,6.23238825,0.4238283,7,day,944751.0116
157,1,MS,5,hiddenzone,0.44286809,8,0.27814902,0.02577349,7,day,148672.9464
158,1,MS,3,hiddenzone,13.49382277,8,10.56608119,0.78766153,7,day,1758153.849
158,1,MS,4,hiddenzone,7.25466862,8,6.24078006,0.42345701,7,day,945153.8488
158,1,MS,5,hiddenzone,0.44188485,8,0.27875145,0.02579288,7,day,149075.7835
159,1,MS,3,hiddenzone,13.43720525,8,10.58261065,0.78680718,7,day,1758575.569
159,1,MS,4,hiddenzone,7.22577874,8,6.2491657,0.42308815,7,day,945575.5689
159,1,MS,5,hiddenzone,0.44087669,8,0.27935487,0.02581441,7,day,149497.5037
160,1,MS,3,hiddenzone,13.37977962,8,10.59912472,0.78596714,7,day,1759028.761
160,1,MS,4,hiddenzone,7.19655601,8,6.25754671,0.42273338,7,day,946028.7607
160,1,MS,5,hiddenzone,0.43990009,8,0.2799595,0.02584013,7,day,149950.6955
161,1,MS,3,hiddenzone,13.32073068,8,10.6156223,0.78512144,7,day,1759514.283
161,1,MS,4,hiddenzone,7.16655999,8,6.26592276,0.42238245,7,day,946514.2825
161,1,MS,5,hiddenzone,0.43892948,8,0.28056543,0.02586954,7,day,150436.2173
162,1,MS,3,hiddenzone,13.26080478,8,10.63210405,0.78429967,7,day,1760040.717
162,1,MS,4,hiddenzone,7.13622647,8,6.27429447,0.42205257,7,day,947040.7174
162,1,MS,5,hiddenzone,0.4380058,8,0.28117284,0.02590458,7,day,150962.6522
163,1,MS,3,hiddenzone,13.20145108,8,10.64857063,0.78352416,7,day,1760583.174
163,1,MS,4,hiddenzone,7.10624337,8,6.2826623,0.4217508,7,day,947583.1743
163,1,MS,5,hiddenzone,0.43712729,8,0.28178183,0.02594314,7,day,151505.109
164,1,MS,3,hiddenzone,13.14353573,8,10.66502098,0.78272457,7,day,1761062.974
164,1,MS,4,hiddenzone,7.07678132,8,6.29102527,0.4214232,7,day,948062.9739
164,1,MS,5,hiddenzone,0.43616457,8,0.28239212,0.02597358,7,day,151984.9087
165,1,MS,3,hiddenzone,13.08625452,8,10.68145514,0.78191934,7,day,1761480.402
165,1,MS,4,hiddenzone,7.04742511,8,6.29938292,0.42107847,7,day,948480.4025
165,1,MS,5,hiddenzone,0.43509319,8,0.28300346,0.02599642,7,day,152402.3373
166,1,MS,3,hiddenzone,13.02703219,8,10.69787292,0.78117871,7,day,1761889.534
166,1,MS,4,hiddenzone,7.01698482,8,6.30773507,0.42076574,7,day,948889.534
166,1,MS,5,hiddenzone,0.43393571,8,0.28361582,0.0260204,7,day,152811.4687
167,1,MS,3,hiddenzone,12.96417684,8,10.71427547,0.78039025,7,night,1762422.263
167,1,MS,4,hiddenzone,6.98500106,8,6.31608325,0.42045433,7,night,949422.2632
167,1,MS,5,hiddenzone,0.43289573,8,0.28422972,0.0260576,7,night,153344.198
168,1,MS,3,hiddenzone,13.46987239,8,10.73069895,0.78881111,8,night,1763157.842
168,1,MS,4,hiddenzone,7.25469697,8,6.32444772,0.42507606,8,night,950157.8416
168,1,MS,5,hiddenzone,0.45093807,8,0.28484717,0.02642296,8,night,154079.7763
169,1,MS,3,hiddenzone,14.14730194,8,10.7471722,0.79767412,8,night,1764115.152
169,1,MS,4,hiddenzone,7.62373553,8,6.33284642,0.43006912,8,night,951115.152
169,1,MS,5,hiddenzone,0.47573674,8,0.28547008,0.0268381,8,night,155037.0868
170,1,MS,3,hiddenzone,14.89424407,8,10.76370427,0.80710113,8,night,1765273.881
170,1,MS,4,hiddenzone,8.03103404,8,6.34128557,0.43540866,8,night,952273.8811
170,1,MS,5,hiddenzone,0.50353468,8,0.28609962,0.02730041,8,night,156195.8158
171,1,MS,3,hiddenzone,15.66760002,8,10.78029214,0.81659396,8,night,1766484.968
171,1,MS,4,hiddenzone,8.45343681,8,6.34976389,0.4408027,8,night,953484.9675
171,1,MS,5,hiddenzone,0.53265636,8,0.28673595,0.02777614,8,night,157406.9023
172,1,MS,3,hiddenzone,15.9638248,8,10.79691837,0.82027202,8,night,1767633.969
172,1,MS,4,hiddenzone,8.622403,8,6.35827193,0.44309861,8,night,954633.9689
172,1,MS,5,hiddenzone,0.54588926,8,0.2873783,0.02805296,8,night,158555.9037
173,1,MS,3,hiddenzone,16.14977747,8,10.81355788,0.82259877,8,night,1768658.228
173,1,MS,4,hiddenzone,8.72724653,8,6.36679487,0.44458102,8,night,955658.2282
173,1,MS,5,hiddenzone,0.55485814,8,0.2880253,0.02826554,8,night,159580.1629
174,1,MS,3,hiddenzone,16.3052117,8,10.83020266,0.8242205,8,night,1769535.143
174,1,MS,4,hiddenzone,8.81512693,8,6.37532732,0.44565273,8,night,956535.1429
174,1,MS,5,hiddenzone,0.56247142,8,0.28867609,0.0284361,8,night,160457.0776
175,1,MS,3,hiddenzone,16.44745985,8,10.84684912,0.825503,8,day,1770349.114
175,1,MS,4,hiddenzone,8.89570025,8,6.3838669,0.44652725,8,day,957349.1143
175,1,MS,5,hiddenzone,0.56951927,8,0.2893303,0.0285876,8,day,161271.049
176,1,MS,3,hiddenzone,16.44398593,8,10.86349163,0.82535795,8,day,1771168.808
176,1,MS,4,hiddenzone,8.89882045,8,6.39241067,0.446643,8,day,958168.8078
176,1,MS,5,hiddenzone,0.57165191,8,0.28998778,0.02869189,8,day,162090.7425
177,1,MS,3,hiddenzone,16.40864562,8,10.88012441,0.82477062,8,day,1772018.542
177,1,MS,4,hiddenzone,8.88333197,8,6.40095563,0.44651334,8,day,959018.5424
177,1,MS,5,hiddenzone,0.57266286,8,0.29064846,0.02878438,8,day,162940.4772
178,1,MS,3,hiddenzone,16.35248089,8,10.89674638,0.82396594,8,day,1772901.179
178,1,MS,4,hiddenzone,8.85693799,8,6.40950143,0.44627321,8,day,959901.1792
178,1,MS,5,hiddenzone,0.57304869,8,0.29131248,0.02887407,8,day,163823.114
179,1,MS,3,hiddenzone,16.29552038,8,10.91335569,0.82304818,8,day,1773812.999
179,1,MS,4,hiddenzone,8.82999255,8,6.41804728,0.44597798,8,day,960812.9988
179,1,MS,5,hiddenzone,0.5734663,8,0.29197989,0.0289641,8,day,164734.9336
180,1,MS,3,hiddenzone,16.22967364,8,10.92995329,0.82207625,8,day,1774754.287
180,1,MS,4,hiddenzone,8.79854811,8,6.42659386,0.44565945,8,day,961754.2873
180,1,MS,5,hiddenzone,0.57365781,8,0.2926509,0.02905655,8,day,165676.2221
181,1,MS,3,hiddenzone,16.16280966,8,10.94653866,0.82106306,8,day,1775733.342
181,1,MS,4,hiddenzone,8.76656551,8,6.43514118,0.44532623,8,day,962733.3419
181,1,MS,5,hiddenzone,0.57389964,8,0.29332565,0.02915303,8,day,166655.2766
182,1,MS,3,hiddenzone,16.09400329,8,10.96311216,0.82007298,8,day,1776764.182
182,1,MS,4,hiddenzone,8.73371097,8,6.44368977,0.44501586,8,day,963764.1815
182,1,MS,5,hiddenzone,0.5742033,8,0.29400441,0.02925776,8,day,167686.1163
183,1,MS,3,hiddenzone,16.02304198,8,10.97967331,0.81908728,8,day,1777853.673
183,1,MS,4,hiddenzone,8.69989533,8,6.45223981,0.44472039,8,day,964853.6729
183,1,MS,5,hiddenzone,0.57457885,8,0.29468744,0.02937118,8,day,168775.6077
184,1,MS,3,hiddenzone,15.95141342,8,10.99622441,0.81811838,8,day,1778983.505
184,1,MS,4,hiddenzone,8.66583955,8,6.46079278,0.4444421,8,day,965983.5053
184,1,MS,5,hiddenzone,0.57503068,8,0.29537504,0.02949132,8,day,169905.44
185,1,MS,3,hiddenzone,15.87811995,8,11.01276455,0.81714782,8,day,1780148.529
185,1,MS,4,hiddenzone,8.63097847,8,6.46934845,0.44416982,8,day,967148.5286
185,1,MS,5,hiddenzone,0.57550856,8,0.29606735,0.02961689,8,day,171070.4634
186,1,MS,3,hiddenzone,15.80340221,8,11.02929556,0.81621904,8,day,1781353.893
186,1,MS,4,hiddenzone,8.59546341,8,6.47790805,0.44392781,8,day,968353.8929
186,1,MS,5,hiddenzone,0.57603427,8,0.29676466,0.0297502,8,day,172275.8277
187,1,MS,3,hiddenzone,15.72755665,8,11.04581687,0.8153039,8,day,1782600.743
187,1,MS,4,hiddenzone,8.5594544,8,6.48647159,0.44370176,8,day,969600.7426
187,1,MS,5,hiddenzone,0.57662188,8,0.29746717,0.0298906,8,day,173522.6774
188,1,MS,3,hiddenzone,15.65077991,8,11.06232921,0.81440279,8,day,1783882.211
188,1,MS,4,hiddenzone,8.52302599,8,6.49503967,0.44348987,8,day,970882.2111
188,1,MS,5,hiddenzone,0.57725913,8,0.29817509,0.03003717,8,day,174804.1459
189,1,MS,3,hiddenzone,15.57286852,8,11.07883224,0.8134998,8,day,1785203.162
189,1,MS,4,hiddenzone,8.4860847,8,6.50361239,0.4432847,8,day,972203.1622
189,1,MS,5,hiddenzone,0.57795211,8,0.29888864,0.03019017,8,day,176125.097
190,1,MS,3,hiddenzone,15.49337338,8,11.09532767,0.81263385,8,day,1786578.76
190,1,MS,4,hiddenzone,8.44844466,8,6.51219104,0.44311023,8,day,973578.7595
190,1,MS,5,hiddenzone,0.57872462,8,0.29960817,0.03035324,8,day,177500.6943
191,1,MS,3,hiddenzone,15.41163382,8,11.11181521,0.81175288,8,night,1788035.897
191,1,MS,4,hiddenzone,8.40984516,8,6.52077603,0.44294453,8,night,975035.8971
191,1,MS,5,hiddenzone,0.57962406,8,0.30033411,0.03052853,8,night,178957.8318
192,1,MS,3,hiddenzone,15.63015559,8,11.12831995,0.81660581,9,night,1789589.166
192,1,MS,4,hiddenzone,8.53280896,8,6.52938138,0.44589908,9,night,976589.1662
192,1,MS,5,hiddenzone,0.59194736,8,0.30106788,0.0309339,9,night,180511.1009
193,1,MS,3,hiddenzone,15.93475881,8,11.14485061,0.82061287,9,night,1791267.177
193,1,MS,4,hiddenzone,8.70634038,8,6.53801319,0.448455,9,night,978267.1775
193,1,MS,5,hiddenzone,0.60828172,8,0.30181051,0.03133243,9,night,182189.1123
194,1,MS,3,hiddenzone,16.26573186,8,11.16140992,0.82491945,9,night,1793061.634
194,1,MS,4,hiddenzone,8.89496989,8,6.54667367,0.45120051,9,night,980061.6339
194,1,MS,5,hiddenzone,0.62619526,8,0.30256276,0.0317644,9,night,183983.5687
195,1,MS,3,hiddenzone,16.60573831,8,11.17799955,0.82926278,9,night,1794923.039
195,1,MS,4,hiddenzone,9.08913755,8,6.5553642,0.45398588,9,night,981923.0391
195,1,MS,5,hiddenzone,0.64492942,8,0.30332513,0.03221348,9,night,185844.9739
196,1,MS,3,hiddenzone,16.67489394,8,11.19460974,0.83069116,9,night,1796826.788
196,1,MS,4,hiddenzone,9.13751655,8,6.56407991,0.45521052,9,night,983826.788
196,1,MS,5,hiddenzone,0.65363282,8,0.30409756,0.03256244,9,night,187748.7228
197,1,MS,3,hiddenzone,16.68486597,8,11.21122915,0.83142279,9,night,1798740.265
197,1,MS,4,hiddenzone,9.1513488,8,6.57281447,0.45602958,9,night,985740.2645
197,1,MS,5,hiddenzone,0.65996681,8,0.30487975,0.03288733,9,night,189662.1993
198,1,MS,3,hiddenzone,16.6770513,8,11.2278549,0.83182182,9,night,1800652.883
