t,plant,axis,metamer,organ,element,green_area,sucrose,temperature_init,transpiration,amino_acids,proteins,day,light,Tr,age,,t_init,hour_init,day_init,light_init,Tr_init
1394,1,MS,3,blade,LeafElement1,0.00031415,63.29028298,12.13442292,0.00054908,2.10103325,18.47337814,59,night,1.74782031,351.7174315,,,,,,
1394,1,MS,4,blade,LeafElement1,0.00038686,68.56397116,12.36941372,0.00073201,2.38307515,29.39230333,59,night,1.89217945,266.2899225,,,,,,
1394,1,MS,5,blade,LeafElement1,0.00047593,77.48604134,11.72431254,0.00085134,1.5813419,39.43076802,59,night,1.78879326,157.4357849,,,,,,
1395,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.7417108,,,,,,
1395,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.7417108,,,,,,
1395,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.7417108,,,,,,
1395,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.7417108,,,,,,
1395,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.7417108,,,,,,
1395,1,MS,3,blade,LeafElement1,0.00031415,64.00220587,10.13750136,0.00042629,2.0415199,18.48577357,59,night,1.35695174,351.7417108,,,,,,
1395,1,MS,4,blade,LeafElement1,0.00038686,69.0440482,10.33848948,0.0005664,2.29245473,29.40606299,59,night,1.46409761,266.3142017,,,,,,
1395,1,MS,5,blade,LeafElement1,0.00047599,79.29527585,9.79108926,0.00066463,1.60954189,39.45141948,59,night,1.39629253,157.4600642,,,,,,
1396,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.7702022,,,,,,
1396,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.7702022,,,,,,
1396,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.7702022,,,,,,
1396,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.7702022,,,,,,
1396,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.7702022,,,,,,
1396,1,MS,3,blade,LeafElement1,0.00031415,63.88878574,6.62215217,0.00026389,1.93335067,18.49741008,59,night,0.8400009,351.7702022,,,,,,
1396,1,MS,4,blade,LeafElement1,0.00038686,68.42529375,6.77870922,0.00034764,2.14514895,29.41892467,59,night,0.89862063,266.3426931,,,,,,
1396,1,MS,5,blade,LeafElement1,0.00047607,80.57989775,6.41183867,0.00041152,1.61604849,39.47328567,59,night,0.86440861,157.4885555,,,,,,
1397,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.7849049,,,,,,
1397,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.7849049,,,,,,
1397,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.7849049,,,,,,
1397,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.7849049,,,,,,
1397,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.7849049,,,,,,
1397,1,MS,3,blade,LeafElement1,0.00031415,62.37312504,1.40752025,0.00010603,1.78772088,18.50725972,59,night,0.33749809,351.7849049,,,,,,
1397,1,MS,4,blade,LeafElement1,0.00038686,65.89633494,1.48466801,0.00013579,1.95404377,29.42976897,59,night,0.3509991,266.3573958,,,,,,
1397,1,MS,5,blade,LeafElement1,0.0004761,81.02311438,1.37840211,0.00016322,1.60459669,39.48871364,59,night,0.34282696,157.5032582,,,,,,
1398,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.7973823,,,,,,
1398,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.7973823,,,,,,
1398,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.7973823,,,,,,
1398,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.7973823,,,,,,
1398,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.7973823,,,,,,
1398,1,MS,3,blade,LeafElement1,0.00031415,59.87002591,-0.57674703,0.00003186,1.63291146,18.51621711,59,night,0.10141466,351.7973823,,,,,,
1398,1,MS,4,blade,LeafElement1,0.00038686,62.26699007,-0.56055775,0.00003958,1.75867667,29.43959081,59,night,0.10231692,266.3698732,,,,,,
1398,1,MS,5,blade,LeafElement1,0.00047613,80.71335854,-0.55065545,0.00004898,1.58058247,39.50280302,59,night,0.10286903,157.5157356,,,,,,
1399,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.8093828,,,,,,
1399,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.8093828,,,,,,
1399,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.8093828,,,,,,
1399,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.8093828,,,,,,
1399,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.8093828,,,,,,
1399,1,MS,3,blade,LeafElement1,0.00031415,58.75940727,-1.12387781,0.00002739,1.52176726,18.52428554,59,night,0.08718404,351.8093828,,,,,,
1399,1,MS,4,blade,LeafElement1,0.00038686,60.7081225,-1.109922,0.00003402,1.62242704,29.44841028,59,night,0.08794867,266.3818738,,,,,,
1399,1,MS,5,blade,LeafElement1,0.00047617,80.4469931,-1.10138421,0.0000421,1.55845189,39.51610628,59,night,0.08841662,157.5277362,,,,,,
1400,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.8205489,,,,,,
1400,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.8205489,,,,,,
1400,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.8205489,,,,,,
1400,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.8205489,,,,,,
1400,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.8205489,,,,,,
1400,1,MS,3,blade,LeafElement1,0.00031415,58.17789131,-1.10537267,0.00002582,1.4371958,18.53201316,59,night,0.08220357,351.8205489,,,,,,
1400,1,MS,4,blade,LeafElement1,0.00038686,59.91271358,-1.09221498,0.00003208,1.52108884,29.45684052,59,night,0.08292462,266.3930398,,,,,,
1400,1,MS,5,blade,LeafElement1,0.00047619,80.23485723,-1.08416247,0.0000397,1.53650947,39.52898437,59,night,0.08336605,157.5389022,,,,,,
1401,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.8300858,,,,,,
1401,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.8300858,,,,,,
1401,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.8300858,,,,,,
1401,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.8300858,,,,,,
1401,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.8300858,,,,,,
1401,1,MS,3,blade,LeafElement1,0.00031415,57.83132882,-1.21236418,0.00002642,1.37152898,18.53939146,59,night,0.08408648,351.8300858,,,,,,
1401,1,MS,4,blade,LeafElement1,0.00038686,59.4460936,-1.19889905,0.00003281,1.44389808,29.46488061,59,night,0.08482216,266.4025767,,,,,,
1401,1,MS,5,blade,LeafElement1,0.00047622,80.07193207,-1.19065589,0.00004061,1.51521778,39.54106353,59,night,0.0852727,157.5484391,,,,,,
1402,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.8376358,,,,,,
1402,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.8376358,,,,,,
1402,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.8376358,,,,,,
1402,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.8376358,,,,,,
1402,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.8376358,,,,,,
1402,1,MS,3,blade,LeafElement1,0.00031415,57.60046545,-1.70127308,0.00002548,1.31923054,18.54622582,59,night,0.08110152,351.8376358,,,,,,
1402,1,MS,4,blade,LeafElement1,0.00038686,59.13733919,-1.68825624,0.00003165,1.38336517,29.47232424,59,night,0.08180254,266.4101267,,,,,,
1402,1,MS,5,blade,LeafElement1,0.00047624,79.93856032,-1.68028656,0.00003916,1.49530216,39.55192233,59,night,0.0822319,157.5559891,,,,,,
1403,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.8420466,,,,,,
1403,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.8420466,,,,,,
1403,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.8420466,,,,,,
1403,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.8420466,,,,,,
1403,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.8420466,,,,,,
1403,1,MS,3,blade,LeafElement1,0.00031415,57.43312896,-1.59453883,0.00002491,1.27562107,18.55293028,59,night,0.07928923,351.8420466,,,,,,
1403,1,MS,4,blade,LeafElement1,0.00038686,58.91743676,-1.58181912,0.00003094,1.33357524,29.47962594,59,night,0.07997626,266.4145375,,,,,,
1403,1,MS,5,blade,LeafElement1,0.00047625,79.81940078,-1.57402931,0.00003829,1.47535958,39.56157301,59,night,0.08039717,157.5603999,,,,,,
1404,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.8434374,,,,,,
1404,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.8434374,,,,,,
1404,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.8434374,,,,,,
1404,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.8434374,,,,,,
1404,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.8434374,,,,,,
1404,1,MS,3,blade,LeafElement1,0.00031415,57.29844001,-1.74418554,0.00002022,1.23729367,18.55940331,59,night,0.06435993,351.8434374,,,,,,
1404,1,MS,4,blade,LeafElement1,0.00038686,58.74428715,-1.73237306,0.00002514,1.2901961,29.48667746,59,night,0.06499334,266.4159283,,,,,,
1404,1,MS,5,blade,LeafElement1,0.00047625,79.70312529,-1.72512433,0.00003114,1.45552566,39.56990845,59,night,0.06538216,157.5617907,,,,,,
1405,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.8443911,,,,,,
1405,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.8443911,,,,,,
1405,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.8443911,,,,,,
1405,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.8443911,,,,,,
1405,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.8443911,,,,,,
1405,1,MS,3,blade,LeafElement1,0.00031415,57.18518774,-2.11147017,0.0000183,1.20427819,18.56549768,59,night,0.0582425,351.8443911,,,,,,
1405,1,MS,4,blade,LeafElement1,0.00038686,58.60156867,-2.10075403,0.00002275,1.25317597,29.49331979,59,night,0.05881053,266.416882,,,,,,
1405,1,MS,5,blade,LeafElement1,0.00047625,79.60296484,-2.09417913,0.00002817,1.43656957,39.57769282,59,night,0.05915925,157.5627444,,,,,,
1406,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.8443911,,,,,,
1406,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.8443911,,,,,,
1406,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.8443911,,,,,,
1406,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.8443911,,,,,,
1406,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.8443911,,,,,,
1406,1,MS,3,blade,LeafElement1,0.00031415,57.0890399,-2.16344252,0.00001548,1.17459325,18.57140057,59,night,0.04926175,351.8443911,,,,,,
1406,1,MS,4,blade,LeafElement1,0.00038686,58.48324867,-2.15437534,0.00001924,1.22010494,29.49975782,59,night,0.04974152,266.416882,,,,,,
1406,1,MS,5,blade,LeafElement1,0.00047625,79.51250689,-2.14881173,0.00002383,1.41768433,39.58494141,59,night,0.05003598,157.5627444,,,,,,
1407,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.8443911,,,,,,
1407,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.8443911,,,,,,
1407,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.8443911,,,,,,
1407,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.8443911,,,,,,
1407,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.8443911,,,,,,
1407,1,MS,3,blade,LeafElement1,0.00031415,57.0044055,-2.29568529,0.00001737,1.14932511,18.57712405,59,night,0.05529091,351.8443911,,,,,,
1407,1,MS,4,blade,LeafElement1,0.00038686,58.38184554,-2.28550115,0.0000216,1.19233989,29.50600586,59,night,0.05582798,266.416882,,,,,,
1407,1,MS,5,blade,LeafElement1,0.00047625,79.42589204,-2.27925246,0.00002675,1.39925785,39.59201231,59,night,0.0561576,157.5627444,,,,,,
1408,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.8443911,,,,,,
1408,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.8443911,,,,,,
1408,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.8443911,,,,,,
1408,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.8443911,,,,,,
1408,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.8443911,,,,,,
1408,1,MS,3,blade,LeafElement1,0.00031415,56.92600413,-2.43543339,0.00001383,1.12542933,18.58263537,59,night,0.04402426,351.8443911,,,,,,
1408,1,MS,4,blade,LeafElement1,0.00038686,58.29042418,-2.42731638,0.0000172,1.16610484,29.51202837,59,night,0.0444503,266.416882,,,,,,
1408,1,MS,5,blade,LeafElement1,0.00047625,79.33983191,-2.42233624,0.00002129,1.38100773,39.59885197,59,night,0.04471176,157.5627444,,,,,,
1409,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.8443911,,,,,,
1409,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.8443911,,,,,,
1409,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.8443911,,,,,,
1409,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.8443911,,,,,,
1409,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.8443911,,,,,,
1409,1,MS,3,blade,LeafElement1,0.00031415,56.84958991,-2.26156902,0.00001537,1.10423666,18.58813774,59,night,0.04891142,351.8443911,,,,,,
1409,1,MS,4,blade,LeafElement1,0.00038686,58.20394458,-2.25256095,0.00001911,1.1431284,29.51804813,59,night,0.04938672,266.416882,,,,,,
1409,1,MS,5,blade,LeafElement1,0.00047625,79.25427,-2.24703379,0.00002366,1.36258996,39.60570476,59,night,0.04967844,157.5627444,,,,,,
1410,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.8443911,,,,,,
1410,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.8443911,,,,,,
1410,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.8443911,,,,,,
1410,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.8443911,,,,,,
1410,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.8443911,,,,,,
1410,1,MS,3,blade,LeafElement1,0.00031415,56.77085329,-2.33712406,0.00001393,1.08433092,18.59348851,59,night,0.0443404,351.8443911,,,,,,
1410,1,MS,4,blade,LeafElement1,0.00038686,58.11513837,-2.32895361,0.00001732,1.12162246,29.5239098,59,night,0.04477046,266.416882,,,,,,
1410,1,MS,5,blade,LeafElement1,0.00047625,79.17027215,-2.32394051,0.00002145,1.34436574,39.61238469,59,night,0.04503438,157.5627444,,,,,,
1411,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.8443911,,,,,,
1411,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.8443911,,,,,,
1411,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.8443911,,,,,,
1411,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.8443911,,,,,,
1411,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.8443911,,,,,,
1411,1,MS,3,blade,LeafElement1,0.00031415,56.69060556,-2.52262196,0.00001308,1.06580192,18.59864695,59,night,0.04162862,351.8443911,,,,,,
1411,1,MS,4,blade,LeafElement1,0.00038686,58.02551177,-2.51494239,0.00001626,1.10169913,29.52956875,59,night,0.04203065,266.416882,,,,,,
1411,1,MS,5,blade,LeafElement1,0.00047625,79.08712852,-2.51023078,0.00002013,1.32658288,39.61883613,59,night,0.04227736,157.5627444,,,,,,
1412,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.8443911,,,,,,
1412,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.8443911,,,,,,
1412,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.8443911,,,,,,
1412,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.8443911,,,,,,
1412,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.8443911,,,,,,
1412,1,MS,3,blade,LeafElement1,0.00031415,57.53209095,-0.97728654,0.00003653,1.22070865,18.6044521,59,night,0.11627915,351.8443911,,,,,,
1412,1,MS,4,blade,LeafElement1,0.00038686,59.26201124,-0.9212911,0.00004662,1.29603097,29.53602419,59,night,0.12050245,266.416882,,,,,,
1412,1,MS,5,blade,LeafElement1,0.00047625,79.29433218,-0.99022405,0.00005548,1.34700664,39.625552,59,night,0.11649855,157.5627444,,,,,,
1413,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.8443911,,,,,,
1413,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.8443911,,,,,,
1413,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.8443911,,,,,,
1413,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.8443911,,,,,,
1413,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.8443911,,,,,,
1413,1,MS,3,blade,LeafElement1,0.00031415,59.53036239,0.97398995,0.00007883,1.24988649,18.61048097,59,night,0.25091503,351.8443911,,,,,,
1413,1,MS,4,blade,LeafElement1,0.00038686,61.99243371,1.08585122,0.00010296,1.33775189,29.54274537,59,night,0.26613962,266.416882,,,,,,
1413,1,MS,5,blade,LeafElement1,0.00047625,80.08111286,0.90095399,0.0001217,1.34561789,39.63235729,59,night,0.2555299,157.5627444,,,,,,
1414,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.8443911,,,,,,
1414,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.8443911,,,,,,
1414,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.8443911,,,,,,
1414,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.8443911,,,,,,
1414,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.8443911,,,,,,
1414,1,MS,3,blade,LeafElement1,0.00031415,61.24910431,2.58279992,0.00011669,1.30705689,18.61688498,59,night,0.37146021,351.8443911,,,,,,
1414,1,MS,4,blade,LeafElement1,0.00038686,64.2573502,2.7291773,0.00015369,1.41562908,29.54992036,59,night,0.3972744,266.416882,,,,,,
1414,1,MS,5,blade,LeafElement1,0.00047625,81.09402589,2.46527183,0.00018132,1.34934789,39.63940916,59,night,0.38073099,157.5627444,,,,,,
1415,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,59,night,0,511.8443911,,,,,,
1415,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,59,night,0.03927604,511.8443911,,,,,,
1415,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,59,night,0.11933989,431.8443911,,,,,,
1415,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,59,night,0,431.8443911,,,,,,
1415,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,59,night,0.01504987,431.8443911,,,,,,
1415,1,MS,3,blade,LeafElement1,0.00031415,63.44625987,6.55655222,0.00022595,1.44316194,18.62441273,59,night,0.71924826,351.8443911,,,,,,
1415,1,MS,4,blade,LeafElement1,0.00038686,67.11365512,6.77019295,0.00030074,1.59657917,29.55840838,59,night,0.77738012,266.416882,,,,,,
1415,1,MS,5,blade,LeafElement1,0.00047625,82.54417143,6.34735723,0.0003523,1.37035049,39.64734289,59,night,0.7397271,157.5627444,,,,,,
1416,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,60,night,0,511.8453447,,,,,,
1416,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,60,night,0.03927604,511.8453447,,,,,,
1416,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,60,night,0.11933989,431.8453447,,,,,,
1416,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,60,night,0,431.8453447,,,,,,
1416,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,60,night,0.01504987,431.8453447,,,,,,
1416,1,MS,3,blade,LeafElement1,0.00031415,67.3897444,15.4933896,0.0006831,1.85556267,18.6348776,60,night,2.17441468,351.8453447,,,,,,
1416,1,MS,4,blade,LeafElement1,0.00038686,72.13481257,15.83612969,0.0009155,2.13297998,29.57027775,60,night,2.36648803,266.4178357,,,,,,
1416,1,MS,5,blade,LeafElement1,0.00047626,85.02542462,15.11266855,0.00106411,1.46046551,39.65784687,60,night,2.23431479,157.5636981,,,,,,
1417,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,60,night,0,511.8500337,,,,,,
1417,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,60,night,0.03927604,511.8500337,,,,,,
1417,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,60,night,0.11933989,431.8500337,,,,,,
1417,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,60,night,0,431.8500337,,,,,,
1417,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,60,night,0.01504987,431.8500337,,,,,,
1417,1,MS,3,blade,LeafElement1,0.00031415,70.19909557,16.80203413,0.00076157,2.0964534,18.6478416,60,night,2.42421676,351.8500337,,,,,,
1417,1,MS,4,blade,LeafElement1,0.00038686,75.40001521,17.15992337,0.00101922,2.41922236,29.5849072,60,night,2.63460697,266.4225246,,,,,,
1417,1,MS,5,blade,LeafElement1,0.00047627,87.67688286,16.4282253,0.00118611,1.54707551,39.6716548,60,night,2.49041621,157.568387,,,,,,
1418,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,60,night,0,511.8681935,,,,,,
1418,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,60,night,0.03927604,511.8681935,,,,,,
1418,1,MS,2,blade,LeafElement1,0,0.01518371,6.17307815,0.00000004,0.00067674,0,60,night,0.11933989,431.8681935,,,,,,
1418,1,MS,2,sheath,HiddenElement,0,0.09137042,9.785,0,0.01495732,0,60,night,0,431.8681935,,,,,,
1418,1,MS,2,sheath,StemElement,0,0.09131532,2.62626869,0.00000003,0.01649121,0,60,night,0.01504987,431.8681935,,,,,,
1418,1,MS,3,blade,LeafElement1,0.00031415,72.11968618,16.47213896,0.00071267,2.17701879,18.66272459,60,night,2.26853863,351.8681935,,,,,,
1418,1,MS,4,blade,LeafElement1,0.00038686,77.43637917,16.81681966,0.00095191,2.49100219,29.60155387,60,night,2.46059567,266.4406844,,,,,,
1418,1,MS,5,blade,LeafElement1,0.00047631,90.22763568,16.13267135,0.00111062,1.61696316,39.69262878,60,night,2.33169649,157.5865468,,,,,,
1419,1,MS,1,blade,LeafElement1,0,0.02797558,6.6,0,0.00114408,0,60,night,0,511.9408723,,,,,,
1419,1,MS,1,sheath,StemElement,0,0.03693777,7.40335661,0.00000009,0.02512305,0,60,night,0.03927604,511.9408723,,,,,,
